SCRUB_ZIP_CODE,COUNTRY,DATE_VALID_STD,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2,PROBABILITY_OF_PRECIPITATION_PCT,PROBABILITY_OF_SNOW_PCT
26,US,9/15/2021,258,68.2,75.9,86,67.5,71.3,74.5,66.8,69.4,71.3,69,79,89.5,69,75.9,84.8,69,79,89.5,62,82,97,14.1,15.5,16.5,1001.3,1002.6,1003.8,1011,1012.3,1013.6,1.9,5.1,7.9,96,3.7,8.9,11.2,100,4.1,9.5,11.9,101,0.11,0,6,63,91,0,200.5,655.1,4811.5,54,0
26,US,9/16/2021,259,69.1,78,92.1,65.9,69.7,73.2,59.3,65.4,69.2,69.1,80.1,92.2,69.1,78,92.1,69.1,80.1,92.2,34,69,97,11.1,13.6,15.3,1002.3,1004.1,1006.1,1012,1013.9,1015.8,2.1,4.4,6.5,54,4,7.9,12.9,61,4.4,8.5,14.8,62,0,0,4,52,100,0,232.1,752.6,5571.1,30,0
26,US,9/17/2021,260,67.1,78.2,92.7,63.6,67.9,71.7,54.2,61.6,67.6,67.1,79.7,92.6,67.1,78.2,92.6,67.1,79.7,92.6,27,62,97,9.3,12,14.6,1002.7,1004.6,1006.9,1012.4,1014.4,1016.7,3.8,4.5,5.3,80,5.4,9.1,12.6,88,5.5,9.8,14.1,90,0,0,0,13,63,0,273.3,815.9,6559.4,36,0
26,US,9/18/2021,261,70.2,79.7,93.4,68.1,72.4,74.4,65.8,69,71.7,75.7,84,95.5,70.6,79.7,92,75.7,84,95.5,42,73,98,14,15.3,16.6,1002,1004,1005.6,1011.6,1013.7,1015.3,3,5.6,8.8,154,6.2,10.2,15,158,6.8,10.9,15.9,158,0,0,0,25,80,0,216.2,744,5188.3,15,0
26,US,9/19/2021,262,71.9,79.8,91.2,71.6,73.6,75.2,68.2,70.9,72.1,76.6,84.5,95.3,71.9,79.8,90.6,76.6,84.5,95.3,48,77,99,15.1,16.3,16.9,1001.4,1003.4,1005,1011.2,1013.2,1014.7,4.3,7.1,9.1,150,10.8,13.3,15.1,151,12.5,14.3,16.2,152,0.07,0,5,46,97,0,165.7,591.1,3977.3,30,0
26,US,9/20/2021,263,72,77.8,91.2,71.6,72.9,74.3,68,70.8,72.3,76.7,82,91.1,72.1,77.8,87.1,76.7,82,91.1,53,81,99,14.9,16.2,17,1002.7,1003.8,1005.4,1012.4,1013.6,1015.1,5.1,7.8,12,135,10.5,13.7,17.7,137,11.4,14.5,18.5,137,0.05,0,15,68,97,0,163.8,534.4,3931.9,30,0
26,US,9/21/2021,264,65.6,73,80.8,62.4,70,73.5,60.6,68.5,73.1,65.6,76.2,82.3,65.6,73,79.2,65.6,76.2,82.3,69,86,98,11.3,15.1,17.4,1001.1,1002.7,1004.1,1010.8,1012.4,1014,0.5,6,9.1,12,0.5,11,16.3,13,0.5,11.6,17.1,14,0.43,0,38,91,100,0,85.6,437.4,2054.1,25,0
26,US,9/22/2021,265,58.2,67.7,80.6,53.3,57.7,61.8,42.2,48.7,58.3,58.5,67.7,80.5,57.6,67.6,80.5,58.5,67.7,80.5,26,54,80,5.8,7.4,10.5,1002.4,1003.9,1005.6,1012.2,1013.8,1015.4,1.5,7.4,12.5,359,3.1,13.1,19.7,1,3.4,13.8,20.5,1,0,0,0,2,26,0,275.6,822.2,6613,25,0
26,US,9/23/2021,266,57.3,71,88.8,51.1,59.2,66.4,45,48.8,56.1,57.5,71.5,88.7,58.4,71.3,88.7,57.5,71.5,88.7,23,50,79,6.4,7.5,9.6,1001.4,1003.2,1005.1,1011.1,1013,1014.9,1.8,4.8,7.1,190,3.2,9.5,17.5,192,3.4,10.4,19.9,192,0,0,0,0,0,0,267.7,801.1,6423.6,25,0
26,US,9/24/2021,267,59.3,74.8,91.3,56.5,65.3,71.8,51.9,58.8,70.7,59.3,76.1,90.8,59.2,74.8,90.8,59.3,76.1,90.8,27,64,95,8.5,11,16.1,1002.4,1004,1005.1,1012,1013.8,1014.9,4.9,6.7,10.2,162,11.9,13.5,15.6,165,12.4,14.7,16.5,166,0,0,0,1,6,0,267,801.4,6408.9,30,0
27,US,9/10/2021,253,60.9,71.3,83.1,54,58.5,63.1,43.5,46.8,49.4,61,71.8,82.8,61,71.3,82.8,61,71.8,82.8,25,44,63,6.2,7,7.6,989.5,992.5,995.2,1014.7,1017.6,1020.5,1.1,5.2,8.4,3,1.2,9,15.2,7,1.3,9.6,16.9,7,0,0,0,16,100,0,276.5,887.7,6635.7,0,0
27,US,9/11/2021,254,62,73.4,85.6,54,59.8,64.9,46.2,48.3,52.3,62.1,74.1,85.4,62.1,73.4,85.4,62.1,74.1,85.4,26,43,58,6.9,7.4,8.4,995.5,997.3,999.1,1020.7,1022.5,1024.3,0.3,3.4,5.5,212,0.3,5.6,13.1,205,0.3,5.9,14.6,204,0,0,0,5,79,0,271.4,875,6511.9,0,0
27,US,9/12/2021,255,63,75.3,88.3,58.3,63,67.7,52.1,54.5,56.7,63.2,76.2,88.3,63.2,75.3,88.3,63.2,76.2,88.3,29,51,76,8.5,9.2,10,996.9,998.9,1000.9,1021.8,1024,1026.1,3.1,5.1,6.3,226,6,9.5,12.8,223,6.1,10.2,14.4,223,0,0,0,0,0,0,266.5,862.8,6394.6,0,0
27,US,9/13/2021,256,65.4,77.8,91.7,59.5,64.2,69.3,51.1,54.8,56.4,65.6,78.6,91.7,65.6,77.8,91.7,65.6,78.6,91.7,26,48,70,8.3,9.4,9.9,993.1,996.2,998.3,1017.8,1021.2,1023.6,3.8,4.5,5.8,213,4.4,8.6,12.7,214,4.4,9.3,14.1,215,0,0,0,21,100,0,263.1,853.7,6314.7,0,0
27,US,9/14/2021,257,66,76.8,90,59.6,63.5,68.1,49.2,53.8,57.8,66.1,77.8,90,66.1,76.8,90,66.1,77.8,90,26,48,71,7.6,9.1,10.4,990.7,993.1,995.2,1015.4,1018.1,1020.2,3,4.7,6.6,183,4.8,8.7,12.4,186,4.9,9.4,13.9,187,0,0,0,50,100,0,256.4,844.9,6151.9,5,0
27,US,9/15/2021,258,64.9,76.5,89.4,61.2,66.5,69.4,52.6,60.1,67.2,65.7,77.5,88.6,65.7,76.5,88.6,65.7,77.5,88.6,29,62,83,8.8,11.5,14.5,988.5,990.9,992.8,1013.1,1015.8,1018,1.2,5.2,7.9,175,2.3,9,13.9,177,2.6,9.6,14.9,178,0,0,0,27,81,0,255.5,800.3,6131,34,0
27,US,9/16/2021,259,67.5,74.1,84.8,65.7,68.2,70.5,62.5,65.3,67.7,67.7,76.3,86,67.7,74.1,84.8,67.7,76.3,86,47,76,96,12.5,13.6,14.7,987,988.8,990,1011.8,1013.7,1015,0.3,3.8,5.3,52,0.9,7.2,11.1,52,1.1,7.7,12.3,53,0.15,0,6,54,100,0,147,594.7,3526.5,30,0
27,US,9/17/2021,260,65.9,75.9,87.8,59.3,65.2,69.6,49.4,58.3,62.8,67,76.6,87.2,67,75.9,87.2,67,76.6,87.2,33,58,82,7.8,10.8,12.4,988.6,990.4,991.8,1013.3,1015.4,1016.9,1,3.8,6.1,23,1.8,6.7,11.6,29,1.8,7.2,12.7,31,0,0,0,10,50,0,251.3,766.1,6030.5,30,0
27,US,9/18/2021,261,63.8,76.6,90.5,55.4,62.5,68.9,45.1,51.9,57.2,64.8,77.2,89.3,64.8,76.6,89.3,64.8,77.2,89.3,30,43,57,6.5,8.5,10.2,991.9,993.4,994.9,1016.7,1018.5,1020,0.5,3.4,5.8,33,0.3,5.9,12,48,0.3,6.3,13.1,50,0,0,0,0,0,0,255.6,799.9,6132.6,26,0
27,US,9/19/2021,262,67.1,76.8,89.5,57.5,63.7,68.9,46,54.1,61.6,68,77.8,88.7,68,76.8,88.7,68,77.8,88.7,28,48,73,6.7,9.3,11.9,993.6,995.4,997,1018.4,1020.5,1022.1,3.2,5.1,7.5,82,4.5,8.5,15.3,87,4.3,9,16.7,89,0,0,0,0,0,0,252.6,792.9,6061.6,29,0
27,US,9/20/2021,263,63.4,74.8,87,56.6,63.1,67.7,47.6,55.1,61.9,64.6,75.7,86.4,64.6,74.8,86.4,64.6,75.7,86.4,33,52,74,7.1,9.5,12,994.7,996.5,998.7,1019.6,1021.7,1023.9,4.2,6.8,8.8,58,9.1,12.2,13.5,62,10,13.1,15.2,63,0,0,0,9,56,0,226.3,652,5430.6,25,0
27,US,9/21/2021,264,63.9,74.7,87.4,59.8,63,66.2,47.9,54.3,59.4,65,75.9,86.9,65,74.7,86.9,65,75.9,86.9,26,53,82,7.4,9.3,10.9,990.2,993.3,995.8,1015,1018.4,1021.2,1.7,5.2,7.4,54,4.8,9.3,12.7,60,5.3,10,13.7,61,0,0,0,0,0,0,251.3,792.5,6029.8,35,0
27,US,9/22/2021,265,65,76.4,88.3,58.7,63.3,67.1,51.4,54.1,59.3,66,77,87.8,66,76.4,87.8,66,77,87.8,29,48,69,8.4,9.2,11,989.1,991.3,992.9,1013.8,1016.3,1017.9,2.4,4.2,6.1,103,4.7,7.3,8.7,102,4.9,7.7,9.8,103,0,0,0,12,77,0,248.9,789.1,5973.9,25,0
27,US,9/23/2021,266,67.8,78.1,90.1,63.2,66.8,69.4,56.6,60.1,65.7,69.1,78.9,89.4,69.1,78.1,89.4,69.1,78.9,89.4,33,58,84,10.1,11.4,13.7,988.1,990.2,991.6,1012.8,1015.2,1016.7,0.4,4.2,7.9,154,2.1,6.9,11.4,161,2.3,7.4,12,163,0.02,0,20,80,100,0,220.5,759.2,5291.1,20,0
27,US,9/24/2021,267,67.4,69.7,82.6,66.9,68.7,70.2,66.6,68.3,69.6,67.6,71,76.2,67.6,69.7,71.7,67.6,71,76.2,92,95,98,14,14.9,15.6,991,993.7,996.1,1016.1,1018.9,1021.3,1.4,2.9,4.5,81,1.1,4.5,7.7,85,0.8,4.6,8.1,87,0.82,0,77,97,100,0,20.9,71,501.9,15,0
28,US,9/10/2021,253,59.7,67.3,77,55,57.9,61.4,47.3,50.2,52.2,59.7,67.8,77.1,58.2,67.2,76.9,59.7,67.8,77.1,36,56,74,7,7.7,8.3,1004.4,1008.8,1013.5,1011.9,1016.4,1021.1,3.3,8.2,12.1,329,6.6,14.8,20.3,331,6.9,15.7,21,332,0,0,0,0,0,0,265.9,847.1,6381.9,0,0
28,US,9/11/2021,254,58,69.2,82,53.4,59.5,64.7,49.6,52,56.4,58,69.9,82,58,69.5,82,58,69.9,82,34,57,75,7.5,8.3,9.6,1012.5,1014.3,1016.7,1020,1021.9,1024.3,0.5,4.6,8,205,0.4,8.6,14.7,202,0.4,9.2,16.7,202,0,0,0,5,58,0,260.7,832.1,6256.5,0,0
28,US,9/12/2021,255,59.6,75.2,90.9,56.2,63.9,70.5,53.7,56.5,61.3,59.7,76.1,90.9,59.7,75.2,90.9,59.7,76.1,90.9,30,56,81,8.7,9.8,11.7,1010.8,1013,1014.7,1018.2,1020.5,1022.3,1.3,5.6,8.8,219,3,11.4,14,221,3.5,12.4,15.7,222,0,0,3,20,88,0,253.5,812.3,6084.2,5,0
28,US,9/13/2021,256,69.6,80.8,94.7,64.2,68.7,73.2,59,61.9,65,70.7,82.7,94.7,70,80.8,94.6,70.7,82.7,94.7,31,56,75,11,11.9,13.2,1009.6,1011.8,1013.6,1017,1019.3,1021.2,0.6,3.8,6.8,273,2,6.9,10.7,272,2.1,7.3,11.1,273,0,0,0,12,85,0,250.1,804.2,6002.2,5,0
28,US,9/14/2021,257,69.6,80.2,93.6,65.3,68.7,72.4,59.7,62.3,63.7,70.1,82.5,94,69.7,80.2,93.6,70.1,82.5,94,33,57,79,11.3,12.1,12.7,1007.6,1009.7,1011.7,1015,1017.2,1019.1,2.1,5.3,8.3,177,3.7,9.6,15.5,181,4,10.2,16.7,182,0,0,1,31,100,0,246.5,793.9,5914.9,10,0
28,US,9/15/2021,258,63.8,76.1,89.6,61.3,65.7,69.1,53.3,58.9,67.7,65.9,77.5,88.9,65.9,76.1,88.9,65.9,77.5,88.9,30,60,89,8.9,10.8,14.4,1006,1008.2,1009.9,1013.4,1015.6,1017.4,5.9,8.1,10.3,180,12.1,15.4,18.9,183,13.4,16.5,20.4,184,0.03,0,0,14,68,0,253.3,792.2,6078.8,30,0
28,US,9/16/2021,259,63.5,70.3,77.7,60.4,66.7,68.8,58,64.8,67.6,64.3,72.7,77.6,64.3,70.3,74.4,64.3,72.7,77.6,70,83,98,10.3,13.2,14.4,1006.2,1007.2,1008.6,1013.6,1014.6,1016.2,2.9,6,8.9,326,4.8,11,16.3,328,5,11.7,17.2,327,0.27,0,3,87,100,0,103.2,315.7,2477.8,25,0
28,US,9/17/2021,260,61.1,67.9,78,55.7,58.9,62.7,50.3,52,57,62,68.6,77.8,62,67.9,77.1,62,68.6,77.8,40,59,79,7.8,8.3,9.9,1006.6,1007.8,1009.9,1014.1,1015.3,1017.5,4.2,8.9,12,335,10.4,16.1,19.4,339,11.6,17,20.3,340,0,0,0,24,100,0,249.9,786.1,5997.8,16,0
28,US,9/18/2021,261,57.1,69.2,82.7,54.1,58.5,63.2,43.3,49.2,52.4,58.9,69.5,81.9,58.5,69.2,81.9,58.9,69.5,81.9,26,53,73,6,7.5,8.3,1010.2,1011.9,1013.9,1017.8,1019.5,1021.4,0.7,4.7,6.7,340,2,9,12.7,345,2.1,9.7,14.2,346,0,0,0,0,0,0,254.1,801.5,6097,24,0
28,US,9/19/2021,262,60.7,71.6,85.9,56.4,61.5,66.5,52.3,54.2,58.8,61.8,71.7,85.2,61.8,71.6,85.2,61.8,71.7,85.2,32,58,82,8.3,9,10.5,1013.8,1015,1016.5,1021.3,1022.5,1024.1,1.7,3.5,7.4,113,2.5,6,10.8,119,2.4,6.3,11,120,0,0,0,0,0,0,245.7,778.7,5896,20,0
28,US,9/20/2021,263,62.4,71.8,84.7,61.2,63.7,66.4,53.4,58.4,62.5,63,72.6,84.2,63,71.8,84.2,63,72.6,84.2,35,67,91,8.8,10.4,11.9,1015.1,1016.7,1018.3,1022.7,1024.2,1025.9,0.7,4,8.1,79,2,7.5,12.4,82,2.3,8,12.8,83,0,0,0,0,0,0,241.7,770.4,5800,15,0
28,US,9/21/2021,264,63.1,72.1,83.7,61.7,63.7,66.3,46.3,57.5,62.8,64.3,72.9,83.3,64.3,72.1,83.3,64.3,72.9,83.3,28,65,94,6.8,10.3,12.1,1008.8,1011.7,1014.9,1016.3,1019.2,1022.5,3.4,6,8.7,22,7.5,11,13.6,25,8.3,11.6,14,26,0,0,0,8,35,0,242,775.9,5807.6,25,0
28,US,9/22/2021,265,63.5,73.6,86.7,61.8,65.4,69.1,58.3,60.6,63.2,64.3,74.3,85.6,64.3,73.6,85.6,64.3,74.3,85.6,40,67,87,10.6,11.3,12.3,1007.5,1009.4,1010.2,1015,1016.9,1017.8,2,4,5.4,356,2.9,7.2,10.9,5,3,7.7,11.8,6,0,0,0,1,6,0,233.1,748.2,5594.3,25,0
28,US,9/23/2021,266,65.2,75.1,87.6,64.2,67,70.2,59.6,62.5,65.3,65.6,76.3,87.2,65.6,75.1,87,65.6,76.3,87.2,40,68,93,11.1,12.1,13.4,1007.4,1009.3,1010.4,1014.8,1016.8,1017.9,0.9,3.8,9,111,1.8,6.5,12.4,113,2,6.9,12.7,113,0,0,0,22,73,0,226.1,745.5,5425,15,0
28,US,9/24/2021,267,65.6,69.2,76.4,63.9,66.3,68.4,62.3,64.8,67,65.9,70.8,76.6,65.9,69.2,72.5,65.9,70.8,76.6,80,86,92,11.9,13,14,1009.9,1012,1013.2,1017.4,1019.5,1020.8,0.1,2.1,3.5,173,0.4,3.8,5.9,152,0.4,4.1,6.4,149,0.03,0,31,82,100,0,36.4,98.8,873.5,15,0
29,US,9/10/2021,253,60.4,68.3,77,55.3,58.3,61.3,47.2,50,52.2,60.4,68.9,77,60.4,68.3,76.9,60.4,68.9,77,35,54,72,7,7.7,8.3,1004.5,1009.1,1013.8,1011.8,1016.3,1021.1,3,8.1,11.4,326,6.3,14.8,19.1,329,6.7,15.6,19.9,329,0,0,0,0,0,0,265.4,845.6,6369.7,0,0
29,US,9/11/2021,254,60.6,70.9,82.2,54.7,60.1,64.3,49,51.7,56.6,60.7,71.6,82.2,60.7,70.9,82.2,60.7,71.6,82.2,32,53,69,7.4,8.2,9.7,1012.9,1014.6,1017,1020.1,1021.9,1024.3,0.6,4.6,8,204,1,8.4,14.7,202,1,9,16.3,201,0,0,0,5,68,0,260.5,831.3,6251.1,0,0
29,US,9/12/2021,255,61.9,76.6,91,57.2,64.3,69.9,53.3,56.1,61.2,61.9,77.2,91,61.9,76.6,91,61.9,77.2,91,29,52,75,8.6,9.7,11.5,1011,1013.2,1014.9,1018.2,1020.4,1022.2,1.7,5.8,8.9,220,4.1,11.6,14.3,223,4.6,12.5,15.7,223,0,0,1,21,94,0,253.2,810.9,6076.9,5,0
29,US,9/13/2021,256,71.7,82.1,94.2,64.8,69.1,72.2,58.8,61.7,65.3,76.4,84,94.1,72,82.1,94.1,76.4,84,94.1,31,52,70,10.9,11.9,13.4,1009.9,1012.1,1013.8,1017.1,1019.3,1021.1,2.3,4.5,7.6,283,3.1,8.2,12.2,278,3.1,8.8,12.7,279,0,0,0,11,95,0,249.9,803,5996.1,5,0
29,US,9/14/2021,257,71.6,81.7,93.8,66.6,69.3,72.2,59.2,62.4,64.4,76.2,83.7,94,71.8,81.7,93.8,76.2,83.7,94,32,54,77,11.1,12.2,12.9,1007.9,1010,1012,1015,1017.2,1019.1,1.7,5.5,8.8,176,2.7,9.7,16.1,179,3.1,10.3,17.3,180,0,0,0,36,100,0,246.2,792.8,5907.1,15,0
29,US,9/15/2021,258,66.7,77.8,89.8,61.9,66.2,69.7,52,58.4,67.3,67.9,78.8,89,67.9,77.8,89,67.9,78.8,89,29,55,80,8.5,10.6,14.3,1006.4,1008.5,1010.1,1013.5,1015.6,1017.4,6.8,8.6,11.1,181,12.9,15.6,18.1,184,13.8,16.6,19.5,185,0,0,0,23,100,0,252.7,791,6066,30,0
29,US,9/16/2021,259,64.3,71,78.8,60.6,66.9,69.2,57.7,64.8,67.8,65.2,73.9,77.2,65.2,71,73.7,65.2,73.9,77.2,71,81,97,10.2,13.1,14.5,1006.4,1007.5,1008.9,1013.6,1014.6,1016.1,3.7,6.2,8.4,316,5.9,11.3,15.9,318,6.2,11.9,16.9,317,0.27,0,2,87,100,0,99.9,313.7,2396.7,25,0
29,US,9/17/2021,260,61.8,68.9,78.1,56.1,59.2,62.8,49.8,51.6,56.6,62.7,70,77.8,62.7,68.9,77.3,62.7,70,77.8,38,56,76,7.7,8.2,9.7,1006.8,1008,1010.1,1014,1015.2,1017.4,4.1,8.9,12.3,335,10.4,16.2,20.1,339,11.7,17.2,20.9,340,0,0,0,22,100,0,248.8,783.8,5970.8,21,0
29,US,9/18/2021,261,59.4,70.8,82.4,54.9,59.1,63.3,43.8,48.9,52.7,60.9,71.4,81.8,60.9,70.8,81.8,60.9,71.4,81.8,26,49,68,6.2,7.4,8.4,1010.5,1012.2,1014.1,1017.7,1019.4,1021.4,0.9,4.8,7.2,339,2.4,9.2,13.7,344,2.6,9.9,15,346,0,0,0,0,0,0,253.5,800.5,6083.3,20,0
29,US,9/19/2021,262,63.6,73.4,85.5,57.8,62.3,66.4,51.8,54.2,59,64.8,74,85.1,64.8,73.4,85.1,64.8,74,85.1,32,53,74,8.3,9,10.6,1014.2,1015.3,1016.8,1021.5,1022.6,1024.1,1.4,3.5,7.5,112,2.4,5.9,10.7,116,2.4,6.2,10.9,117,0,0,0,0,0,0,245.2,777.2,5885.2,20,0
29,US,9/20/2021,263,64.5,73.4,84.5,62.4,64.2,66.2,52.9,58.1,63,65.4,74,84.2,65.4,73.4,84.2,65.4,74,84.2,34,62,85,8.6,10.3,12.2,1015.5,1017,1018.7,1022.7,1024.3,1025.9,1.2,4.2,7.9,82,2.4,7.5,11.9,83,2.7,8,12.3,84,0,0,0,0,0,0,241.5,769.9,5795.3,15,0
29,US,9/21/2021,264,64.5,73.4,83.6,61.5,64.1,66.9,47,57.5,63.4,65.7,74.4,83.1,65.7,73.4,83.1,65.7,74.4,83.1,29,62,90,7,10.3,12.3,1009.1,1012,1015.2,1016.4,1019.2,1022.5,3.6,6.3,8.5,25,8,11.3,13.6,27,8.8,12,14.1,28,0,0,0,11,43,0,241,774.8,5782.4,25,0
29,US,9/22/2021,265,65.5,74.8,86.4,62.6,65.9,68.8,57.5,60.6,63.5,66.2,75.9,85.5,66.2,74.8,85.5,66.2,75.9,85.5,38,64,82,10.3,11.3,12.5,1007.9,1009.7,1010.5,1015,1016.9,1017.7,2.2,4.3,5.7,353,2.4,7.4,10.6,359,2.4,7.8,11.3,1,0,0,0,1,9,0,232.7,747,5583.4,25,0
29,US,9/23/2021,266,67,76,86.8,65.5,67.4,69.9,59,62.5,65.1,68,77.2,86.4,68,76,86.2,68,77.2,86.4,41,66,89,10.9,12.1,13.2,1007.9,1009.7,1010.8,1015,1016.9,1017.9,1.6,4.1,8.7,107,2.7,6.9,11.8,109,2.8,7.3,12,110,0,0,0,8,25,0,230.5,745.4,5530.9,15,0
29,US,9/24/2021,267,67.3,70.8,77.1,65.3,66.9,68.5,62.7,64.8,66.3,68.2,73.9,77,68.2,70.8,73.2,68.2,73.9,77,77,81,87,12.1,13,13.7,1010.2,1012.3,1013.5,1017.4,1019.5,1020.7,0.6,2.3,4.2,143,0.7,4.1,6.4,124,0.7,4.3,7.2,124,0,0,31,82,100,0,41.1,118.9,986.2,12,0
30,US,9/10/2021,253,74.4,84.2,94.9,59.9,64.6,69.4,45.5,47.5,50.6,76,84.4,94.7,74.6,84.2,94.7,76,84.4,94.7,20,29,37,6.6,7.2,8.1,995.7,998.2,1000.6,1014.1,1016.8,1019.2,4.2,6.9,9,155,8.3,11,15.4,156,8.9,11.6,16.4,156,0,0,0,0,0,0,279.5,901.8,6708.4,0,0
30,US,9/11/2021,254,74.7,84.8,94.8,60.2,65.4,69.7,46.7,49.5,56.6,76.2,85,94.8,74.9,84.8,94.8,76.2,85,94.8,21,31,43,7,7.8,10,996.3,998.3,1000.4,1014.7,1016.9,1019.1,5.2,7.7,9.3,170,8.9,12.4,16,172,9.3,13.1,17.2,172,0,0,0,0,0,0,278.1,898.2,6674.6,0,0
30,US,9/12/2021,255,74.2,84,93.7,62,66.4,68.5,42.1,52.3,62.3,77.3,84.6,93.7,74.3,84,93.7,77.3,84.6,93.7,17,36,64,5.9,8.8,12.1,996.3,998.5,1000.9,1014.7,1017.1,1019.6,3.7,7.2,9.9,169,8.3,11.3,17,172,9.1,11.9,18,173,0,0,0,1,24,0,278.6,900.9,6685.8,0,0
30,US,9/13/2021,256,75,82.4,94.2,68.4,71.4,73.5,61.4,66,69.6,78.7,85.1,95.6,75.1,82.4,93.8,78.7,85.1,95.6,36,60,83,11.9,14,15.7,992.6,995.5,998.1,1011,1014.1,1016.7,7.6,10.4,16.1,143,10.7,15.6,24.6,145,11,16.1,25.6,145,0,0,0,23,100,0,220.5,872.5,5293,15,0
30,US,9/14/2021,257,74.2,81,89.6,70.3,72,73.8,65.6,67.8,69.8,78.1,84.3,92.4,74.3,81,89.5,78.1,84.3,92.4,45,66,85,13.9,14.9,15.8,989.4,992.1,994.2,1007.7,1010.6,1012.8,6,9.2,13.3,162,8.7,13.8,21.4,164,8.9,14.2,22.4,164,0,0,45,89,100,0,147.8,689.8,3547.6,15,0
30,US,9/15/2021,258,74.6,82.4,89.7,68,70.7,73.2,60.8,64.8,66.3,78.1,84.8,90.9,74.8,82.4,87.8,78.1,84.8,90.9,44,57,75,11.6,13.5,14.2,992.3,994.2,995.8,1010.9,1012.7,1014.4,2.5,6.7,10.7,44,3,9.7,15.4,46,3,10,16,46,0,0,2,53,91,0,207,693.8,4968.8,33,0
30,US,9/16/2021,259,74.2,84.1,93.7,63.1,67.5,71.2,50.8,56.1,65.4,77.1,85,93.6,74.7,84.1,93.6,77.1,85,93.6,25,41,63,8.3,10,13.6,993.7,995.7,998.2,1012.1,1014.2,1016.8,3.2,5.7,7.9,63,5.3,8.9,12.9,68,5.3,9.3,13.5,69,0,0,0,0,3,0,265.8,809,6378.3,20,0
30,US,9/17/2021,260,73.7,84.4,94.8,62.5,67.1,71.4,51.2,55.4,61.2,76.7,85.1,94.8,73.9,84.4,94.8,76.7,85.1,94.8,26,38,52,8.3,9.7,11.9,992.7,995.1,997.8,1011.1,1013.7,1016.5,3.7,7.2,11.1,139,5,11.1,18.8,139,5.1,11.6,19.9,139,0,0,0,28,100,0,252.3,757.9,6055.8,10,0
30,US,9/18/2021,261,76.5,85.6,95.8,65.1,70.7,72.6,54.3,62.1,67.3,79.5,87.3,95.6,76.7,85.6,95.6,79.5,87.3,95.6,25,48,72,9.3,12.4,14.6,991.2,993.5,995.8,1009.5,1012,1014.4,7.1,9.3,13.9,169,10.7,14.4,21.3,172,10.9,15,22.3,172,0,0,0,3,26,0,260,797.3,6239.1,15,0
30,US,9/19/2021,262,76.3,83.9,91.8,72,73,74.1,65.7,67.9,70.1,80.1,87.3,94.6,76.5,83.9,91.3,80.1,87.3,94.6,43,60,81,14,15,16,990.9,992.5,994.5,1009.3,1011,1013.1,8.7,10.4,13.9,159,12.5,16.3,22.8,161,12.8,17,23.9,161,0.03,0,0,41,96,0,170,702,4080.4,5,0
