SCRUB_ZIP_CODE,COUNTRY,DATE_VALID_STD,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2,PROBABILITY_OF_PRECIPITATION_PCT,PROBABILITY_OF_SNOW_PCT
30,US,9/20/2021,263,75.6,81.9,93,72.5,73.4,74.2,66.2,69.6,71.9,79.8,85.8,93.9,75.8,81.9,90.5,79.8,85.8,93.9,45,68,87,14.3,15.9,17,990.1,992.5,994.6,1008.6,1011.1,1013.1,9.1,11.3,13.9,155,13.7,17.7,21.5,157,14,18.4,22.4,158,0.13,0,1,62,99,0,153.1,590.6,3675.1,15,0
30,US,9/21/2021,264,68.3,73,79.7,57.5,63.7,71,47.5,57,69.2,69.1,75.4,79.5,69.1,73,79.5,69.1,75.4,79.5,39,60,89,7.1,10.4,15.5,993.5,995.9,998,1012.1,1014.6,1016.8,3.7,11.4,16.6,357,6,18,24.9,358,6.2,18.8,25.7,359,1.37,0,0,63,100,0,206.5,696.4,4955.7,15,0
30,US,9/22/2021,265,64,72.2,81.4,55.2,58.6,61.8,42.7,46,48.3,64.3,72.5,80.5,64.3,72.2,80.5,64.3,72.5,80.5,26,41,54,6,6.8,7.3,992.9,995.9,998.9,1011.5,1014.6,1017.7,2.8,5.9,7.7,5,4,9.3,12.4,8,4.1,9.7,13.3,9,0,0,0,0,0,0,263.5,806.3,6324.2,5,0
30,US,9/23/2021,266,66.6,77.6,90.5,56.4,61.5,66.3,44.5,47.2,50.6,66.6,78,89.3,66.6,77.6,89.3,66.6,78,89.3,21,36,51,6.5,7.1,8.1,989.2,991.7,993.5,1007.6,1010.3,1012.3,6.1,9.5,15.7,201,10.3,15.8,27,201,10.9,16.7,28.4,201,0,0,0,0,0,0,258.1,789.5,6193.9,15,0
30,US,9/24/2021,267,70.2,80.5,91.9,60.8,64.8,68,47.1,52.9,61.4,76,82.1,91.8,70.6,80.5,91.8,76,82.1,91.8,22,41,59,7.2,8.9,11.9,990.7,992.2,993.7,1009.2,1010.7,1012.3,10.5,13.3,15,179,18.2,22.1,26,181,19.3,23.2,27.4,181,0,0,0,0,2,0,259.8,797.5,6235.1,15,0
31,US,9/10/2021,253,74.5,84.3,94.1,59.5,64.4,69,44.8,46.7,49,75.8,84.5,94.1,74.7,84.3,94.1,75.8,84.5,94.1,20,28,36,6.5,7,7.6,992.4,994.7,997,1014.3,1016.7,1019.1,5.6,7.9,9.8,166,9.2,12,16.4,166,9.4,12.5,17.5,166,0,0,0,0,0,0,280,903.5,6720.5,0,0
31,US,9/11/2021,254,74.2,85,95.5,59.6,65.4,69.9,45.5,49.2,55.3,75.8,85.2,95.5,74.4,85,95.5,75.8,85.2,95.5,20,30,42,6.6,7.7,9.6,992.7,994.6,996.7,1014.5,1016.6,1018.8,6.6,8.9,11.7,171,11,13.8,17.4,173,11.3,14.5,18.7,173,0,0,0,0,5,0,278.7,900.2,6689.2,0,0
31,US,9/12/2021,255,73.1,83.9,93.7,61.1,65.8,68.8,43.9,51.3,62.1,76.6,84.5,93.5,73.4,83.9,93.5,76.6,84.5,93.5,18,35,59,6.4,8.5,12.1,992.6,994.8,997.2,1014.5,1016.9,1019.3,4.8,8.5,10.4,167,10.4,13,17.8,171,11.4,13.6,18.9,172,0,0,0,0,5,0,278.6,901.4,6687.2,0,0
31,US,9/13/2021,256,76.1,83.8,94.5,69,71.5,73.2,58.6,65.2,70,79.4,86.1,95.2,76.1,83.8,94.4,79.4,86.1,95.2,30,56,82,11.1,13.7,16,988.5,991.8,994.4,1010.3,1013.7,1016.5,7.1,10.7,14.9,151,9.3,15.5,22.4,151,9.4,16,23.2,152,0,0,0,4,36,0,269.8,881,6475.7,15,0
31,US,9/14/2021,257,75.1,81.8,92.3,70.3,71.9,74.1,65.3,67.3,69.9,78.7,84.9,94.6,75.3,81.8,91.3,78.7,84.9,94.6,43,63,82,13.9,14.7,15.9,985.7,988.4,990.6,1007.3,1010.3,1012.6,7.1,10.3,13.2,162,9.3,14.5,19.3,163,9.6,14.9,20.2,163,0,0,0,53,100,0,198.8,859.9,4770.6,15,0
31,US,9/15/2021,258,74,81.5,87.8,66.1,70.4,73.2,58.6,64.7,67.4,78.2,83.9,89.5,75,81.5,86.8,78.2,83.9,89.5,45,58,74,10.8,13.5,14.6,988.8,991,992.6,1010.8,1012.9,1014.6,0.5,7.2,12,36,0.6,10,15.6,40,0.7,10.3,16.6,41,0.03,0,0,35,72,0,217.5,676.3,5218.2,30,0
31,US,9/16/2021,259,72.1,83,92.6,59.9,66.1,70.5,49.8,54.2,60.2,75.9,83.9,92.6,72.6,83,92.6,75.9,83.9,92.6,27,38,51,7.8,9.4,11.5,990.6,992.4,994.8,1012.4,1014.4,1017,4.6,6.4,9.3,58,4.6,8.8,14.9,67,4.7,9.1,15.7,68,0,0,0,0,3,0,266.5,810.9,6395.2,15,0
31,US,9/17/2021,260,75.8,85.5,94.9,64.4,68.1,72.2,51.6,56.6,63.7,78.1,86.3,94.8,76,85.5,94.8,78.1,86.3,94.8,26,39,55,8.4,10.3,12.9,989.1,991.4,994.1,1010.9,1013.3,1016.1,7.3,8.4,10.6,138,8.3,12.6,18.2,138,8.4,13.1,19.3,138,0,0,0,20,77,0,255.8,780,6139.1,10,0
31,US,9/18/2021,261,76.4,86.1,95.7,66.1,70.6,72.2,54.4,61.4,67,79.6,87.6,95.7,76.7,86.1,95.7,79.6,87.6,95.7,25,46,72,9.5,12.2,14.4,987.3,989.8,992.2,1009.1,1011.7,1014.1,8.8,9.7,11.3,170,12.2,14.8,18,171,12.4,15.4,18.9,172,0,0,0,1,10,0,260.7,798.9,6256.1,15,0
31,US,9/19/2021,262,76.4,84.5,93.1,71.7,72.7,74.2,64.5,67.2,69.5,80.2,87.6,95.2,76.8,84.5,91.9,80.2,87.6,95.2,42,58,78,13.5,14.7,15.7,987,988.6,990.8,1008.7,1010.5,1012.8,9.6,11.8,15.3,161,14.1,17.8,24.4,162,14.4,18.4,25.4,162,0,0,0,25,89,0,176,702.7,4223.7,10,0
31,US,9/20/2021,263,76.2,82,91.5,72,73,74.2,66,68.9,71,80.2,85.7,94.8,76.3,82,91.4,80.2,85.7,94.8,43,66,84,14.2,15.5,16.5,986.7,988.8,990.6,1008.5,1010.7,1012.6,5.5,11.4,14.1,161,4.6,17.1,22.5,162,4.9,17.8,23.6,162,0.12,0,0,59,97,0,147.1,658.6,3530.3,5,0
31,US,9/21/2021,264,66.9,73,80.2,55.9,63,70.8,45.9,55.3,69.1,66.9,75.4,80.1,66.9,73,80.1,66.9,75.4,80.1,34,57,90,6.7,9.9,15.5,990.1,992.8,994.8,1012,1015,1017.1,0.6,12.9,19.7,358,2.7,19.2,27.7,359,2.7,20,28.7,360,1.26,0,0,58,100,0,237.6,774.4,5703.6,15,0
31,US,9/22/2021,265,62.4,72.6,83.5,53.1,58.1,62.5,41.8,43.9,45.6,62.6,72.7,82.2,62.6,72.6,82.2,62.6,73,82.2,24,37,50,5.8,6.3,6.6,989.1,992.4,995.6,1011,1014.6,1017.9,4,6.5,8.3,359,4.8,9.4,13.4,3,4.9,9.8,14.2,4,0,0,0,0,0,0,263.4,806.7,6320.6,5,0
31,US,9/23/2021,266,65.2,77.3,91.9,55.2,60.7,66.2,43.4,45.2,46.6,65.6,77.3,89.2,65.6,77.3,89.2,65.6,77.5,89.2,20,34,49,6.3,6.6,6.9,985.3,988,990.2,1007.1,1010,1012.4,2.1,8.4,17.6,197,2,12.9,29,196,2.5,13.6,30.4,196,0,0,0,0,0,0,258.3,791.6,6199.7,10,0
31,US,9/24/2021,267,71.1,81.7,93,60.5,64.9,68.3,46.4,51.7,62.5,75.9,82.9,92.8,71.4,81.7,92.8,75.9,82.9,92.8,20,38,58,7.1,8.6,12.4,986.7,988.2,989.8,1008.6,1010.1,1011.7,13.8,15.6,17.4,177,22,24.3,27.6,180,23.1,25.3,28.9,180,0,0,0,0,2,0,259.3,799,6223,15,0
32,US,9/10/2021,253,55.5,65.6,76.8,53.8,59.5,65.6,52.5,55.6,61.5,55.7,66.3,78.2,56.2,65.7,76.6,55.7,66.3,78.2,50,72,89,8.5,9.6,11.9,986,988,989.5,1017.3,1019.2,1020.7,2,2.9,4.1,39,3.3,4.4,7.5,40,3.6,4.7,8.8,41,0,0,0,0,0,0,272.2,876.1,6531.9,0,0
32,US,9/11/2021,254,57.7,68.4,79.3,55.1,61.9,69.1,53,58,65.1,57.9,69.2,80.7,58.5,68.8,79.3,57.9,69.2,80.7,51,71,84,8.7,10.5,13.5,988.8,990.2,991.7,1020.1,1021.4,1022.9,1.2,4.5,8.6,174,2.5,6.8,10.9,174,2.8,7.3,11.5,174,0,0,0,0,0,0,270,871.2,6480.5,0,0
32,US,9/12/2021,255,62.6,72.2,83.1,59,65.9,72.5,56.7,62.7,69,62.6,74,85.7,62.6,72.2,83,62.6,74,85.7,57,73,82,9.9,12.5,15.5,990.5,991.7,993.4,1021.2,1022.8,1024.6,3.9,6.2,10.3,170,7.7,10.6,13.5,171,8.4,11.6,13.9,171,0,0,0,0,0,0,260.9,846.5,6261.8,0,0
32,US,9/13/2021,256,64.8,73.4,83.4,61.8,66.8,72.7,59.2,63.5,68.8,64.8,75.2,85.9,64.8,73.4,83.4,64.8,75.2,85.9,55,72,87,10.9,12.9,15.5,987.2,989.4,991.7,1018,1020.4,1022.8,3,5.2,7.5,171,5.4,8.3,10.6,174,6.2,8.9,12,175,0,0,0,61,100,0,230.8,786.5,5537.9,21,0
32,US,9/14/2021,257,64.2,69.1,78.2,60.4,66.1,71.8,57.3,64.5,69.7,64.5,70.2,81.2,64.5,69.1,77.8,64.5,70.2,81.2,73,86,98,10.2,13.3,15.9,984.2,985.9,987.9,1015.2,1016.9,1018.9,2.5,5.7,9.1,180,5,9.6,14.2,186,5.7,10.5,14.8,187,0.22,0,3,74,100,0,130.6,809.1,3134,43,0
32,US,9/15/2021,258,65.8,69.6,77.4,65.4,67.9,71.4,65.2,67.1,69.4,65.9,71.2,79.5,65.9,69.6,76,65.9,71.2,79.5,79,92,99,13.5,14.5,15.8,982,983.6,984.7,1012.7,1014.5,1015.8,3.6,5.7,9.2,211,6.3,8.9,11.8,216,6.8,9.6,12.1,217,0.54,0,43,87,100,0,170.9,550.9,4101,40,0
32,US,9/16/2021,259,56.6,65.7,74.8,54.8,62.7,66.9,53.4,61,65.8,56.6,66.6,77.6,55.8,65.6,74.5,56.6,66.6,77.6,67,86,99,8.8,11.8,13.8,983.5,984.9,986.1,1014.6,1016,1017.3,5.2,7.4,9.9,21,8.9,12.6,15.1,25,9.7,13.5,17.3,26,0.21,0,0,66,100,0,142.1,508.5,3410.9,30,0
32,US,9/17/2021,260,54.7,64.6,77.2,54.2,59.5,66.2,53.5,56.4,60,53.9,64.9,78.8,53.9,64.3,77,55,65.1,78.8,56,76,95,8.9,10,11.4,984.9,985.9,987.2,1015.7,1017.1,1018.4,3.5,5.5,8.4,25,6.8,9.9,12.4,33,7.5,10.7,14.2,35,0,0,0,0,0,0,264.8,802.1,6354.6,30,0
32,US,9/18/2021,261,58.1,69.8,81.6,55.2,63.6,69.8,53.1,60.2,64,58.2,71.2,83.1,59.2,70.1,81.3,58.2,71.2,83.1,56,73,87,8.7,11.5,13.1,985.6,986.4,987.6,1016.3,1017.4,1018.6,2.1,4,6.7,163,3.5,6.5,9.4,160,3.6,7,10.4,160,0,0,0,2,22,0,256.7,780.9,6159.8,34,0
32,US,9/19/2021,262,66.3,74.3,85.3,63.6,67.7,72.5,60.9,64.4,67.2,66.6,76.2,87.3,66.6,74.3,84.7,66.6,76.2,87.3,50,73,85,11.6,13.3,14.7,986.6,987.4,988.7,1017.3,1018.3,1019.6,3.8,5.7,8.4,159,7.4,9.5,12.8,161,8.2,10.5,14.2,162,0,0,0,22,81,0,245.7,762.6,5898,52,0
32,US,9/20/2021,263,66.4,73.5,83.4,59.9,66.7,71,55.6,63.1,65.8,66.4,74.9,85.1,66.4,73.5,83.1,66.4,74.9,85.1,54,71,83,9.6,12.7,13.8,987.6,988.6,990.6,1018.6,1019.5,1021.5,3.8,5.8,8.1,151,7.5,10,13.1,152,8.4,11,15.5,153,0,0,0,17,90,0,243.1,754.9,5834,38,0
32,US,9/21/2021,264,62.4,71.9,82.6,57,64,70.7,52,59.4,65.2,62.5,73.9,84.2,62.5,71.9,82,62.5,73.9,84.2,56,65,74,8.4,11.2,13.8,983.4,985.5,987.5,1014.2,1016.4,1018.7,4,6.1,10.3,152,8.7,10.6,13.6,154,10.2,11.7,14,155,0,0,0,21,75,0,238.7,762.3,5728.7,40,0
32,US,9/22/2021,265,65.5,68.9,73.8,62.4,65.2,67.5,58.5,63.2,66.1,65.6,70.4,77.2,65.6,68.9,73.7,65.6,70.4,77.2,67,83,96,10.8,12.7,14,981.2,982.5,983.2,1012.1,1013.4,1014.1,3.9,7.6,11.6,132,9.5,14,18.4,138,10.5,15.1,19.4,139,0.51,0,44,92,100,0,31.2,140.5,748.9,25,0
32,US,9/23/2021,266,58.1,65.1,72.1,55.8,63.2,67.3,54.2,62.1,67,58.1,65.6,76.4,59,65.3,71.9,58.1,65.6,76.4,67,91,98,9.1,12.3,14.4,979.6,981.8,984.3,1010.5,1012.7,1015.5,2.6,6.1,10.3,150,4,9.8,16.9,150,4.1,10.2,17.8,150,0.38,0,0,63,100,0,65.6,296.9,1574.4,15,0
32,US,9/24/2021,267,57.1,67.6,79.6,54.6,61.6,69.1,52.4,58,63.8,57.6,68.7,81.4,57.8,67.8,79.4,57.6,68.7,81.4,53,72,86,8.5,10.6,13,984.4,986.4,987.9,1015.7,1017.5,1019.1,2.8,4.9,7.6,176,4.6,7.9,11.3,180,4.9,8.4,12.6,181,0,0,0,0,0,0,244.4,754.2,5864.9,15,0
33,US,9/10/2021,253,59.5,67.6,76.5,55.1,58.1,61.1,47.9,50.3,52.3,59.6,68.4,76.8,58.1,67.5,76.4,59.6,68.4,76.8,37,56,75,7.2,7.8,8.4,1003.4,1007.9,1012.7,1011.7,1016.3,1021.1,3.2,8.2,11.3,324,6.3,15,18.9,326,6.6,15.9,19.7,327,0,0,0,0,7,0,264.3,844.1,6343,0,0
33,US,9/11/2021,254,60.1,70.9,82,54.3,60,64.2,48.7,51.3,56.4,60.1,72,82,60.3,71,82,60.1,72,82,32,52,68,7.4,8.1,9.7,1011.7,1013.5,1015.8,1020,1021.8,1024.2,0.9,4.7,8.1,206,1.8,8.3,14,204,1.7,8.8,15.2,203,0,0,0,4,67,0,260.4,830.8,6249.3,0,0
33,US,9/12/2021,255,63,77.3,90.8,57.6,64.5,69.7,52.8,55.8,62.4,63,77.8,90.8,63,77.3,90.8,63,77.8,90.8,29,50,71,8.5,9.6,12.1,1009.9,1012.1,1013.7,1018.1,1020.4,1022.1,1.7,5.9,8.9,223,4.6,11.2,14.1,225,5.4,12.1,15.3,226,0,0,5,23,93,0,252.8,809.2,6066.8,5,0
33,US,9/13/2021,256,71.9,81.8,92.9,64.6,69.1,72.2,59.9,62,64.8,76.3,83.9,93.4,71.9,81.8,92.9,76.3,83.9,93.4,34,53,70,11.1,12,13.2,1009,1011,1012.7,1017.2,1019.3,1021,1.8,4.9,8.1,293,4.7,9.1,13.2,284,5.2,9.8,13.9,284,0,0,0,16,93,0,249.5,801.5,5986.3,5,0
33,US,9/14/2021,257,71.9,82,93.7,67.2,69.6,72.1,59.1,62.7,66,76.3,83.9,93.7,71.9,82,93.6,76.3,83.9,93.7,32,55,80,11,12.3,13.6,1006.8,1008.9,1010.9,1015,1017.2,1019.1,0.5,5.4,8.8,176,1.3,9.4,16.5,179,1.6,10,17.6,180,0.01,0,1,42,100,0,245.6,791.2,5894.8,15,0
33,US,9/15/2021,258,68.4,78.6,89.8,62.2,66.2,69.8,51.5,57.8,67,69.2,80.1,89,69.2,78.6,89,69.2,80.1,89,28,52,77,8.3,10.5,14.2,1005.2,1007.3,1008.9,1013.4,1015.5,1017.3,7.1,8.9,11.5,183,13,15.8,18.5,185,13.7,16.7,19.6,186,0,0,0,24,100,0,252.6,790.5,6061.4,30,0
33,US,9/16/2021,259,63.7,70.5,79.7,60.1,66.7,69.3,57.3,64.7,68.1,64.6,73.6,77.4,64.6,70.5,73.8,64.6,73.6,77.4,73,82,96,10,13.1,14.6,1005.3,1006.4,1007.9,1013.6,1014.7,1016.2,3.7,6.2,8.5,311,6.3,11.4,16.2,316,6.7,12,17.2,316,0.3,0,2,88,100,0,92.8,296.7,2227.9,25,0
33,US,9/17/2021,260,61.3,68.3,77.4,55.7,58.9,62.5,49.7,51.6,56.3,62.2,69.1,77.5,62.2,68.3,76.6,62.2,69.1,77.5,39,57,77,7.7,8.2,9.6,1005.8,1006.9,1009.1,1014,1015.2,1017.4,4.4,9,12.5,336,10.9,16.5,20.6,340,12.3,17.5,21.3,340,0,0,0,23,100,0,248.4,783,5961,21,0
33,US,9/18/2021,261,58.4,70.1,81.8,54.2,58.9,63.3,46,49.4,52.9,59.6,70.9,81.3,59.5,70.1,81.3,59.6,70.9,81.3,30,51,70,6.7,7.5,8.5,1009.4,1011.1,1013,1017.8,1019.5,1021.4,2.1,5.2,7.5,337,3.2,9.6,14.1,343,3.2,10.3,15.5,345,0,0,0,0,0,0,252.8,798.9,6065.8,20,0
33,US,9/19/2021,262,63.3,73.5,85.6,57.4,62.1,66.3,51.4,53.9,58.2,64.4,74.6,84.9,64.4,73.5,84.9,64.4,74.6,84.9,32,52,69,8.2,8.9,10.3,1013.1,1014.2,1015.7,1021.5,1022.6,1024.1,1.6,3.7,7.8,110,2.6,6,11.1,117,2.7,6.3,11.2,118,0,0,0,0,0,0,244.7,775.4,5873,24,0
33,US,9/20/2021,263,64.6,73.4,84.2,62,64,66.1,52.8,57.7,63,65.8,74,84,65.8,73.4,84,65.8,74,84,34,61,84,8.6,10.2,12.2,1014.4,1015.9,1017.6,1022.8,1024.3,1026,1.2,4.2,7.7,83,2.4,7.2,11.7,86,2.6,7.7,12,87,0,0,0,0,0,0,241.2,769.1,5789.1,20,0
33,US,9/21/2021,264,63.9,72.9,83.2,60.9,63.9,66.9,47.7,57.5,63.3,65.1,74,82.6,65.1,72.9,82.6,65.1,74,82.6,30,63,90,7.2,10.2,12.3,1008.2,1011,1014.2,1016.4,1019.3,1022.6,3.5,6.3,8.4,23,7.8,11.2,13.4,27,8.7,11.8,13.9,28,0,0,0,12,51,0,240.3,774.7,5768.2,25,0
33,US,9/22/2021,265,64.8,74.4,85.5,62.3,65.7,68.7,57.9,60.5,63.9,65.5,75.5,84.8,65.5,74.4,84.7,65.5,75.5,84.8,41,65,84,10.4,11.3,12.7,1006.9,1008.6,1009.4,1015.1,1016.9,1017.7,2.3,4.5,5.8,350,3.3,7.6,10.5,357,3.3,8,11.2,359,0,0,0,0,1,0,232.3,745.8,5573.9,25,0
33,US,9/23/2021,266,66.9,75.9,86.7,65.4,67.3,69.7,58.3,62.4,65.2,68,77.2,86.2,68,75.9,86,68,77.2,86.2,41,66,90,10.6,12.1,13.2,1006.8,1008.7,1009.7,1015.1,1016.9,1018,1.9,4.1,8.4,108,2.9,6.9,11.5,112,3,7.2,11.8,113,0,0,0,10,27,0,230.6,744.2,5535.6,15,0
33,US,9/24/2021,267,67.3,71.1,76.9,65.2,66.8,68.2,62.5,64.7,65.9,68.1,74.2,77.4,68.1,71.1,74,68.1,74.2,77.4,74,80,87,12,13,13.5,1009.1,1011.2,1012.3,1017.5,1019.5,1020.7,0.9,2.5,4.2,127,1.5,4.3,7,122,1.5,4.5,7.8,122,0,0,32,86,100,0,46.7,142.8,1120.5,15,0
